,user_id,name,average_stars,review_count,fans,yelping_since,fans,cool,funny,useful,compliment_cool,compliment_funny,compliment_plain
354478,rsF_HB-hmRdHrrnX6G8MIg,June,3.83,27,12,2015-01-10 18:20:48,12,105,63,143,14,14,9
354504,I1iJzZe-wdwaURqSN9F1PQ,Greg,4.17,5,0,2012-03-05 23:41:57,0,2,0,3,0,0,0
354506,XaiUt1aS1Aa70Sgz9hWQrg,Alan,3.91,85,2,2008-07-15 17:01:09,2,64,60,99,1,1,1
354541,Hjo44Y-PEErCWy-KF1zvCA,Nahm,3.89,203,13,2013-10-30 22:44:24,13,92,74,189,1,1,7
354567,SEm-7Ijs7Y3S3fXQE68kiw,Lorna,3.84,56,1,2011-10-14 23:58:53,1,2,4,11,1,1,0
354569,d2zPRgLCtEpgct9DaWmnHg,A. S.,3.61,26,0,2007-09-08 01:37:02,0,9,13,60,0,0,2
354579,9WwsVcWu_GpMrpA6OeEVbg,Joe,3.35,21,1,2011-03-26 16:00:39,1,2,3,7,0,0,0
354594,nnIsIgNCEXif5W2XvAhWhg,Caitlin,4.75,16,4,2013-07-01 21:19:48,4,16,9,20,2,2,0
354625,cd1eGEqQGw-4Ml17VNc7yQ,Arnie,4.38,24,1,2012-11-22 02:19:51,1,1,3,11,0,0,0
354662,rHv2kIx4rFIeLXVTsRcEJg,Nikko,3.73,11,0,2010-06-21 00:13:25,0,6,5,11,0,0,0
354673,UT6V5Bb4P4DkrNRTPEmtfw,Kayla,3.83,181,8,2014-06-23 01:06:55,8,127,102,267,17,17,5
354745,Vtk9WtfcLOfiZ2VY6LoqUA,Carlos,4.86,26,0,2011-11-11 05:11:12,0,5,1,8,0,0,0
354759,PYWsZ8SLjZLTZx54cVeU_w,Jessica,3.33,43,2,2009-10-19 18:09:26,2,21,19,83,1,1,1
354772,V5WKeAK7fuwk8bnn1ZZLlQ,Manuel,3.33,8,0,2010-12-12 01:37:31,0,1,8,26,0,0,0
354855,sgwBTaM6WbrOzsPQXCuseQ,Kyle,4.55,10,0,2015-04-21 20:54:16,0,1,4,13,0,0,0
354885,ot2nNkXlrqcxOgirx8rWmA,Mark,3.56,64,13,2011-12-20 15:40:02,13,43,30,121,0,0,3
354889,f9wA_vAdyRGNX1TmqYVJtA,V,3.62,162,1,2007-02-06 01:23:46,1,44,13,79,0,0,0
354944,QOW81H2VZPTt__4ECuK3Pw,Will,4.47,19,0,2010-08-27 02:22:57,0,15,19,41,0,0,1
354959,4VxhgQA1h-AcN3qMiEuO-Q,Melissa,3.61,147,5,2009-04-28 23:10:31,5,36,51,93,2,2,3
355100,EQJ73laLj5IAJ0yIcJnLzw,Don,3.72,104,0,2012-09-24 02:09:04,0,57,69,161,1,1,1
355126,tPd71fcWZ2g-6LpwTkdlSQ,Renee,4.0,22,2,2008-06-09 18:58:51,2,39,5,49,0,0,0
355129,0yJ62Cs6azL8EXHk2IAcnQ,Ryan,5.0,2,0,2016-01-02 22:08:18,0,0,0,0,0,0,0
355182,OCcR-t6Tm6567j_ouRcCYg,Jayson,5.0,3,0,2016-12-21 22:00:58,0,1,1,1,0,0,0
355210,i2C52tULd1dfVrLWlzrQJw,Kathy,3.61,233,17,2009-07-16 23:28:22,17,139,117,306,6,6,10
355229,WGiD9P_1XQgrs672xGYLwQ,Michelle,4.21,32,1,2011-01-30 01:14:37,1,4,3,17,0,0,2
355237,I-iA2iOG464NFTMIcRDfqA,Teneka,3.35,177,8,2012-07-30 14:00:28,8,80,73,273,5,5,19
355282,WAmLVIJKX2-ECJyTZykOAg,Yvonne,4.38,16,0,2012-12-03 17:09:37,0,4,2,9,0,0,0
355293,7fBJkqfPSIm50MT7lMHxvQ,Brian,2.96,89,5,2010-01-16 19:51:27,5,26,18,159,5,5,5
355306,o1feBQUQEeGFLQuLJOvhEA,Cinthia,1.83,11,1,2013-07-15 00:38:29,1,1,3,4,0,0,0
355323,qfAYSKmynkcO0TOcbT0jgA,Robbie,3.43,7,1,2014-08-21 21:21:49,1,1,2,6,0,0,0
355336,Ey3euu1pJaPyaf-Vk-fxDQ,Nathan,4.33,36,1,2007-09-15 02:18:21,1,18,13,47,0,0,0
355354,Q6D--FeSucWE54qG76yRtQ,Beverly Gary,3.0,20,0,2013-05-25 00:16:12,0,2,9,9,0,0,1
355431,_rHwSq8T4T-FbfqgM20ciA,Julia,4.09,114,17,2007-12-18 18:57:46,17,286,337,346,35,35,10
355470,yrHujoB30-qP1T_28j9Mqg,angela,3.63,126,3,2011-08-29 20:55:38,3,4,5,42,0,0,0
355479,BgRhdl9PNVTkM7AKEgyv7w,Mallory,3.92,206,10,2013-02-06 23:02:54,10,181,49,353,9,9,5
355505,_AVzNXzi6j_WJlH1rDwZSw,Greg,4.41,28,0,2010-07-26 04:13:35,0,7,4,27,1,1,1
355524,ug1fizjOJsib-vSxine7Nw,Denise,4.43,7,0,2015-11-10 16:55:03,0,0,0,2,0,0,0
355532,Nup8a90R2foUcUx3ahm9Iw,A,4.2,191,6,2009-12-03 00:17:57,6,52,36,224,1,1,2
355591,JfwWo-wCmsRhhKk-Hy-BNQ,Yajaida,3.68,326,44,2009-09-20 22:56:09,44,490,446,1075,105,105,82
355603,ujSaEyy2oKU5puTe9w8P4w,Terra,1.75,4,0,2011-05-10 01:45:22,0,0,0,2,0,0,0
355646,FN-42MYhWW7BTruKBaDfmg,Jieun,4.73,11,1,2015-02-08 01:01:42,1,1,0,5,0,0,0
355676,aV5mhf3dnVM1_qwhsoLb4Q,Melissa,3.2,5,0,2008-02-25 03:15:48,0,0,0,10,0,0,0
355721,PrqL6UIYW7j7E0URqLcUIA,Mona,5.0,21,2,2013-06-26 20:48:30,2,0,0,13,0,0,0
355801,kxKQEEQ9sijW9_WL1Hfkag,Ed,3.5,95,2,2007-06-28 03:18:01,2,58,41,137,4,4,1
355934,dFKkNIiwhd8Lfe4i9DGifw,Jocelyn,4.8,5,0,2014-08-05 05:12:42,0,0,0,2,0,0,0
355945,HE4cHPu7bfgSDaFhxVPq_Q,Wendy,3.96,139,8,2012-09-14 07:29:08,8,109,88,191,9,9,3
356023,owvIbf0XIixGJGiaKfUEyw,Alis,3.88,93,5,2011-03-14 20:47:49,5,56,60,220,2,2,3
356050,F1_1ulFQceOeiDI_-B5E_w,Dylan,4.47,18,0,2013-04-22 03:46:00,0,8,6,17,2,2,0
356062,tQ24XUgk_Ck8xqBejzGKgQ,Zandra,3.94,85,9,2011-05-27 12:01:38,9,66,46,103,7,7,3
356066,rKexs9-Ew67POsJvGqZjSA,Brittany,4.18,16,0,2017-02-18 06:10:34,0,1,1,3,0,0,0
356067,LJ_6Mdrd959hEwSnuSwsPQ,Mar,3.9,101,2,2007-12-20 08:20:45,2,41,47,85,2,2,0
356079,WWgz_lAl3QTfnaQkc5KbRA,Emie,4.43,102,7,2014-02-10 17:13:45,7,33,31,79,1,1,2
356085,iZ5ypD7vOdRJ59Auv2kxzQ,John,3.71,14,0,2012-01-31 19:47:22,0,7,5,26,0,0,0
356126,Ybp9IJI1wsL9yEwHdjgysA,Serena,4.2,15,2,2013-06-22 20:30:51,2,1,1,5,0,0,0
356166,746qMJSi2Eet3jk0jPpYfA,Bruce,3.73,147,4,2008-03-08 19:51:43,4,76,104,219,0,0,3
356185,SdUv4pqONesgyqYqY8mhUw,Kati,5.0,1,0,2015-11-02 04:03:21,0,0,1,0,0,0,0
356215,PKxLzSjdC7fq-dhkmJm0Rw,Mary,3.37,144,6,2009-12-12 03:27:50,6,116,120,332,8,8,19
356221,QRQS7Wuh3pllKSKQ7DB2Sw,Alli,4.18,45,4,2011-11-02 23:14:28,4,15,5,27,1,1,1
356226,gA0RmzfckhODeZRt7TI8eQ,Parveen,3.83,57,6,2011-09-27 20:35:52,6,67,52,94,5,5,6
356230,RsNIKN-BZh1vweInBS9hNA,Kenneth,3.47,84,0,2010-09-29 22:44:07,0,12,11,49,0,0,0
356239,SmVhjkp9ZTEWq2uf8krcrQ,Adriana,3.6,221,7,2008-08-17 02:46:57,7,177,118,299,33,33,9
356251,3XCWwTSFavifGEwGjoJfIg,Ed,4.0,2,1,2013-05-15 20:44:34,1,0,0,0,0,0,0
356271,4eFEIEBoLU2HZLOVYD2D0g,Karina,3.88,289,24,2008-11-17 23:57:45,24,240,238,450,41,41,33
356276,jXa84PRtBZ50XD0a77YovA,Creighton,4.57,14,0,2016-04-18 18:47:43,0,1,1,7,0,0,2
356308,xmbctgi09ub-6qNgLJ-9Hw,Priscilla,3.75,104,5,2012-04-22 16:57:21,5,18,11,70,3,3,2
356387,TYcJLqZjNVJXixMUnrbgzw,Ivan,5.0,5,0,2012-10-24 18:57:17,0,0,0,3,0,0,0
356406,aC-rW559lqI33SwW9TE4ig,Shana,4.67,28,8,2012-10-10 22:30:48,8,28,21,54,2,2,2
356450,GLEyGyacjGbW-McSozy3gg,Mark,3.89,56,2,2011-03-08 00:45:17,2,12,9,62,0,0,0
356475,SZS6J_3cJeIINZraTtuz3g,Elaine,4.03,170,11,2009-07-10 20:26:43,11,110,57,250,1,1,2
356508,wVLQG21rbXC8q2o701QHPg,Alex,3.25,12,0,2013-07-02 18:33:20,0,3,9,17,0,0,0
356509,vwL6PZ7K1ZWGLhibx3MJIg,Victor,3.5,12,1,2008-11-20 19:23:53,1,1,5,10,0,0,0
356559,tfb1Sw_C9PH6oOhAbMarDw,Alexa-Ferl,4.1,227,8,2012-07-03 09:38:58,8,49,28,109,2,2,0
356592,azqK9w_HRv61Yg6dmGInYA,Lee,4.07,14,0,2013-10-25 10:52:08,0,8,8,14,0,0,1
356594,j2Ttq6OV5Esrb0z-d7US5g,Heather,4.0,7,0,2016-04-13 08:08:02,0,2,1,3,0,0,1
356621,hDXYiW_cr9DWTjBcg5O2Uw,Haley,4.25,32,2,2013-06-14 20:54:26,2,14,8,36,1,1,0
356660,edfiK9SyENp1IV5bJa45hg,Julie,3.36,45,0,2009-02-16 22:08:22,0,14,4,40,0,0,0
356709,dF7jfSFkS7nNj3Gt9EoOSA,Valerie,4.4,24,5,2016-04-28 21:54:00,5,13,2,35,0,0,2
356712,OMN8ek0rPZXI7DfDaxWPFw,Steve,4.4,10,1,2017-01-16 02:18:48,1,0,0,0,0,0,0
356746,CsvXhGrtti2Lfk8TL8owZA,Rosanna,3.88,147,8,2011-12-13 02:32:32,8,43,41,201,2,2,4
356747,cdekM2eLHGvrEbzqfwPsAw,Apple,3.84,144,3,2007-03-10 19:25:20,3,55,25,137,1,1,2
356799,pg6skfB_KrHPgmTPThfvyA,Vy,3.88,145,10,2008-10-03 18:59:19,10,180,162,268,5,5,7
356807,vGENHlRRcobjqHzPwO0Z-A,Stephany,3.83,27,0,2014-12-09 22:38:58,0,2,3,13,0,0,1
356810,spJsNDFM5OFYv0a6LursCQ,Rom,3.0,4,0,2012-02-01 19:54:14,0,0,0,3,0,0,0
356835,_E5e_jPtUEd2xnhDG1HqKA,Danny,4.63,6,0,2016-03-15 21:54:51,0,0,1,1,0,0,0
356877,Bq9KJKTkFZWUaOCtHWieNA,Nico,3.43,70,3,2012-10-07 22:57:52,3,22,26,77,3,3,2
356887,jVaiCNmWOjoI0led5LZuyA,Danny,3.57,1447,44,2009-01-01 15:58:01,44,541,439,1264,30,30,41
356889,vNOD4W7fr89CwhTmOIAs3g,Casey,4.65,17,3,2012-06-26 20:47:36,3,0,0,1,1,1,1
356903,J00QP7vP5A4FfdnHHGd-Hw,Alex,3.68,19,1,2011-03-14 04:13:36,1,4,6,19,1,1,1
356908,lFt24ItwS0O4Qo8OHKeO8g,A,3.29,203,8,2012-04-21 22:32:53,8,139,299,474,2,2,5
356910,iNtFtqNi4X64gD1dhiDLOA,Dani,3.59,32,0,2009-04-07 00:34:12,0,7,7,29,0,0,0
356956,BiO3EO18YJeRn9VQPAnVcg,Cindy,5.0,5,0,2011-11-12 16:42:45,0,2,0,3,0,0,0
356998,-SvS086ufRR_LqeFqgZ_vg,Mike,4.43,7,0,2010-09-05 00:49:42,0,1,1,7,1,1,0
357044,E8pITzuX6OVHTYQlm7SQtw,Wayland,4.07,39,0,2012-02-26 19:52:29,0,7,3,27,0,0,0
357163,NzTpjAJ6JfK1jltcmy3ylQ,Priscilla,3.7,155,5,2015-01-10 01:13:14,5,95,75,206,2,2,4
357221,RpRqGVMyCotnaJANmqDz1A,Dave,4.25,4,0,2014-01-26 04:48:31,0,0,0,0,0,0,0
357234,07f_rU1McoIkybVQq1zv7w,Eric,3.57,46,0,2015-10-31 01:51:46,0,2,7,12,1,1,0
357251,6ZneOv-SRKO9VpE7hz2fiA,Simon,4.02,42,2,2011-08-08 03:04:07,2,9,5,26,0,0,1
357260,QXjg5cOYVA_NgxPyfSE8mg,Nicholas,3.06,16,1,2014-10-19 22:06:07,1,1,5,19,0,0,1
357267,T2L8C4KwlvYB6q0NX3gdyA,Alex,3.88,22,0,2016-02-14 16:32:14,0,3,5,21,0,0,0
357273,GMJxSQWENL7A6p0IETxxxw,Chris,3.56,49,1,2009-04-01 02:52:47,1,10,16,39,0,0,0
357319,H4Bu7sj2LrGQV0aTdPULsQ,michelle,3.63,80,1,2011-03-10 13:52:24,1,8,8,53,0,0,1
357496,LUNBcaX9mTCjCE14VFSOCw,Mike,3.45,72,5,2009-11-14 01:10:30,5,26,37,118,4,4,7
357569,_gJIj2baocpt5R8eiBBgMw,Christine,3.33,6,0,2016-01-08 22:54:12,0,0,0,1,0,0,0
357594,PEdSKl6qpGCCleJuifAgPQ,Dan,3.28,199,12,2010-05-19 16:58:18,12,148,165,486,11,11,8
357666,9JJzlFAijWgfTXuTuZaBUw,Ryan,3.68,43,0,2012-01-11 07:58:02,0,7,4,39,1,1,0
357667,MRgeYT4wWPgOGyUKvoTwJg,Alyssa,4.18,51,1,2013-01-10 01:36:39,1,18,20,43,1,1,0
357708,LZt80LbsfQ9kOz96H7c1bA,Jessica,3.72,442,24,2010-12-30 20:54:04,24,183,75,471,27,27,13
357713,zxuxd6Hz2tKcpgZ71dYEcw,Russell,3.9,196,14,2013-05-21 22:16:41,14,274,204,611,28,28,63
357741,usZfZOeXd9ZVA9Odin2ihw,Deni,3.64,72,4,2009-03-29 22:12:54,4,16,15,91,4,4,2
357757,5T-5EYdkFi_PoWJNXreJFQ,Heidi,4.75,4,0,2012-10-20 17:59:28,0,0,0,2,0,0,0
357760,EMEmt5UwHd3WL0OBXnHy-A,Kelly,3.83,47,1,2011-02-26 19:09:33,1,9,10,42,0,0,1
357764,rl5GtT-W0L-d0NY9pRdzXA,James,3.56,15,1,2013-08-12 00:29:48,1,2,0,6,0,0,0
357808,W-6bQESttFD87KBybc9N9Q,Randy,4.07,15,0,2017-03-19 02:41:36,0,0,0,3,0,0,0
357810,HYsg2x5aHNDJIsEcY1rmIg,Ma,3.5,4,1,2017-04-12 20:10:32,1,1,1,0,0,0,0
357813,p2BNrcuRt47nCnjPrm6S5Q,Adam,1.0,1,0,2017-08-02 15:51:48,0,0,0,0,0,0,0
357817,0uc75olWgegH1ukZ1WLnEQ,Gina,4.04,88,0,2015-12-02 05:10:38,0,50,26,108,2,2,2
357832,ElrmRTBr_rM9K0ICgIprZA,jenny,4.16,62,3,2007-08-17 17:46:21,3,21,18,74,3,3,0
357836,K5xAeBlczIN9oBgRBw0MsQ,The-Pizza-Nazi,3.77,171,4,2011-03-16 17:38:20,4,33,36,132,0,0,3
357857,D4W0DxwClbe361tEa-_Eyg,Colby,4.4,5,0,2015-04-26 23:23:17,0,0,0,0,0,0,0
357858,QTE0anIxYcz3QylhTAf8IQ,Richard,5.0,2,0,2016-05-06 01:53:20,0,0,1,0,0,0,0
357868,r5K1LjRm6HDh-BS6gjUbkA,Jason,3.46,147,5,2009-12-19 06:22:58,5,65,127,209,1,1,5
357878,ak0SByEloTCaeusTPky8yg,Richard,3.56,44,2,2009-08-18 22:59:43,2,17,16,56,0,0,1
357888,9kvzAuCNFpuu-Smx2Uf4FQ,Monique,3.97,295,17,2011-08-03 01:03:50,17,127,176,327,5,5,13
357922,42RmZG3R_xjlBDd4zHIdUw,Jonathan,4.36,14,1,2010-02-22 18:02:30,1,3,0,5,0,0,1
357939,xlP8Bhp-HxL_1paGtCl4Yw,Jonathan,3.43,65,2,2008-05-18 00:41:48,2,5,3,21,0,0,0
357967,AE9zv3t7nlai7YKCxAEXCQ,Julie,4.11,9,0,2012-06-18 14:08:00,0,2,0,9,0,0,0
357974,zTA-bYRerqh47od-VPN4zA,Bettina,3.67,25,2,2011-03-27 02:12:34,2,4,1,8,0,0,0
358007,lhQsqPoCnjW4yvq34aBLgQ,Brandon,3.88,8,1,2010-07-21 00:28:13,1,3,2,9,0,0,1
358018,vK31hcrS0RLnJGwIU9eoRg,Jake,3.7,136,9,2015-02-14 18:51:18,9,62,95,249,0,0,2
358026,OduARhdUnSD9VuAEO7_eaA,Kirstin,5.0,2,0,2011-01-25 19:37:33,0,0,0,1,0,0,0
358060,DaJDbgEDltP_CJp_j4slbw,Yoomi,3.71,311,22,2011-02-27 11:43:30,22,245,134,436,21,21,31
358139,ECG9-TR6nT784nV81Dd1bA,Shiloh,3.0,2,0,2014-06-12 01:12:03,0,0,0,0,0,0,0
358145,0_W8ifZQOj6AHSEQUqualg,Mariah,4.33,3,1,2011-03-23 02:07:29,1,1,0,4,0,0,1
358149,6mgYTBGN1Ig2thDBCjmLwQ,Michael,3.59,952,71,2007-04-07 23:46:12,71,1043,679,1838,89,89,63
358195,FFBKc-ngGNU_wpSqdkL_RA,Chris,3.25,15,2,2010-01-18 21:05:14,2,25,29,45,1,1,2
358210,kliMN6j9GjLvkg-81Fb77g,Raw In,4.09,62,0,2015-10-10 23:13:30,0,6,4,20,1,1,0
358211,2QRVQFsNGVAtd_b_HCF9nA,Samantha,4.0,18,0,2011-08-26 19:39:54,0,4,1,16,0,0,0
358236,WzwtnkY9aRhajGa4ifQqLQ,Noah,4.12,34,4,2010-12-22 15:52:06,4,35,40,61,2,2,9
358293,GdsjaqQQW9ts7uNfr7w5qQ,Mehul,3.45,19,1,2013-06-08 23:04:11,1,8,17,28,0,0,1
358297,qcosNiY61XIFOpYJMDnvxg,Plo,2.48,28,1,2011-02-26 01:28:13,1,2,11,26,0,0,0
358302,ZM2o2QG961w1hviRcIyo0g,Ramiro,3.0,1,0,2015-03-07 17:58:27,0,0,0,0,0,0,0
358350,SqpDvYtBb5nF6qH-aSLqEw,Danny,5.0,15,1,2012-10-30 22:28:49,1,1,1,1,0,0,0
358384,3-eKEQHe1zXeIW2DixXiVw,Marla,3.22,192,4,2009-08-02 04:14:27,4,129,72,432,7,7,32
358404,D14j0sF6l8f0Wprf23wDPA,Angela,4.71,17,0,2011-10-23 22:01:24,0,1,1,7,0,0,1
358555,rCKLhzDdPofFLK9TC6UTyg,Chris,3.27,304,10,2009-10-25 02:56:15,10,153,187,589,3,3,5
358574,vPXEMwrW38jDK8M_bBGlaQ,Audrey,3.81,342,86,2012-07-15 21:19:51,86,759,460,930,21,21,30
358599,VPoRxnWesCipd-UQMZ4ugA,Juan,4.7,72,3,2012-06-20 22:19:33,3,23,16,57,0,0,2
358625,QZwRH5bjU3VRXckU5p68hg,Barton,2.0,4,0,2015-04-25 19:25:03,0,1,1,7,0,0,0
358688,JjryzIFXJj2lCRQot0X33w,Tania,4.17,82,10,2013-03-04 02:42:21,10,48,42,72,8,8,0
358690,sMPNFm9hBVT-dhOdUcod5Q,Michael,3.67,257,23,2007-04-24 17:55:43,23,472,407,567,138,138,60
358693,YyAbXfPmyjYq-zMsWmvsAg,Al,4.11,36,1,2014-05-07 16:32:17,1,8,3,9,0,0,0
358721,Sr4mCVORM-imR_t6yz2O-Q,Duan,4.21,36,0,2009-03-13 20:16:30,0,10,7,38,0,0,0
358728,_ZPWsEDaH5492T5YQ0eGXA,Jason,4.11,43,2,2014-11-11 17:00:12,2,10,4,31,0,0,0
358751,CggQ3eRiqnAm8thWM9Y-BA,David,3.6,3,0,2016-08-19 18:34:54,0,0,0,2,0,0,0
358755,ifLMsGQBLwUnd1qk2FxN6g,Miranda,4.3,10,5,2015-06-21 03:48:47,5,1,1,10,5,5,12
358781,PUOkvXxXiL1GbfE5imZNkw,A,2.89,8,0,2016-08-15 01:59:47,0,1,5,9,0,0,0
358809,aFbhzsDLuBUOFFnuzKYehw,Ty,3.83,69,0,2014-06-02 00:28:43,0,7,3,23,0,0,0
358819,Sx3MKfSc5cS-1wE3ZXncGg,Charity,4.6,10,1,2015-09-08 02:04:58,1,3,2,16,0,0,0
358862,J6jShDO-Oq141L7Vw8M8qA,Joy,4.16,84,2,2013-04-21 21:17:07,2,29,8,38,0,0,0
358870,aSh4vh9eqQKVXUW26XbwHQ,P,3.75,113,0,2009-08-07 20:13:10,0,44,41,109,1,1,0
358970,KcBC-1eQ5ycshERutvKccw,Rie,3.7,31,2,2013-01-06 03:13:17,2,28,12,55,1,1,2
359029,LOz9NRKln6ezOn5etfXwFg,Christopher,3.88,25,1,2011-11-11 18:22:55,1,4,7,19,1,1,0
359038,XXSDiRsswmzNa-J7pMYFfA,Myong,3.59,180,15,2009-08-28 18:43:52,15,213,149,511,17,17,13
359058,pQEcVQnEHamCC2auoNqOHw,Tom,3.63,171,2,2011-01-02 19:39:17,2,64,25,158,9,9,4
359061,jZClD91YTy5YVafM_x_Tng,Kathren,3.93,14,1,2012-03-29 20:54:54,1,2,3,8,0,0,0
359065,eDEF98QkL5odb_RMaIETEA,Tim,2.67,3,0,2016-12-30 03:31:10,0,0,0,2,0,0,0
359098,XmTOvqCFWCdONfyVLN7PYQ,Codie Nicole,4.66,163,12,2015-11-29 18:29:48,12,34,17,92,3,3,1
359111,crDhZWbn40gx3Xth5FETtw,Caitlin,4.19,16,0,2010-07-30 01:37:19,0,10,3,18,0,0,0
359128,Nb24YdG1-WtfVsMl4oy_vQ,Kristofer,4.14,20,0,2011-03-10 02:37:30,0,2,4,18,0,0,0
359136,dDLXSZID-8rYHOM4BREZKg,Adrian,3.33,6,0,2016-02-13 05:07:14,0,0,1,0,0,0,0
359146,UqWAuZHGjhkHGd4xc7FsWA,Therese,2.78,33,0,2010-05-13 05:17:02,0,6,9,17,0,0,2
359190,5yq8qkeGYSBxZ-fRlPjsXg,Wen,4.01,107,0,2015-01-25 16:00:07,0,25,18,93,1,1,4
359194,5PsxunNcQ6WLGEjSqQZukA,Dimitri,2.71,21,2,2009-08-29 11:54:14,2,5,28,60,0,0,0
359195,e6lu4RMHwSYjO7s_PvuTYw,Joanna,3.83,6,0,2010-10-02 05:09:43,0,0,0,0,0,0,0
359234,tTkMx3sGI_LNZIPwfUGkYg,Dee,3.81,26,0,2011-09-10 18:58:00,0,1,1,7,0,0,0
359274,dH6BcAPzmVcBHzVxuUPIXA,Tina,3.73,41,0,2012-05-26 19:37:11,0,6,6,16,1,1,0
359277,h21Cbrn7eWdqwFQOyNpGHg,Renegade,3.85,83,2,2006-02-03 00:32:16,2,44,74,126,1,1,1
359321,wYrmHCOckJ05aVUeUVY3QQ,Miz.Jackie,3.77,61,3,2013-11-20 18:48:00,3,15,12,86,1,1,0
359348,6nQXDaH11gV8iWxLFB-M7w,lisa,4.33,27,1,2009-07-23 20:25:58,1,12,4,23,1,1,0
359354,zsH2loA1Ewal1Xnwr_AZtw,Leanna,4.28,175,22,2011-06-20 03:10:24,22,152,78,192,12,12,18
359367,F8mq3LlJlFJpQgaoz_oa6g,Andy,3.91,376,36,2007-03-28 11:54:53,36,421,148,774,44,44,58
359430,JNQhYJMb0gCo9_qJtBFsog,Donnell,4.52,88,18,2013-06-04 00:45:58,18,52,20,90,13,13,6
359435,vWe70fNO6hWMDVtylVMALg,Monica,3.36,599,22,2010-06-29 08:25:22,22,228,360,776,9,9,15
359483,2phjP-Yhmt8R5NAF7u-7bg,Kirsty,4.0,3,0,2015-06-18 02:40:46,0,0,0,1,0,0,0
359506,xZ1htr_9ZiOamddSoDWMqw,Juliana,3.75,109,15,2009-03-30 23:20:57,15,136,153,299,22,22,36
359521,8XRXAEfcoaaS-w0Z_B9HbQ,Lynn,3.72,43,2,2011-04-26 02:35:39,2,7,10,27,0,0,0
359528,8QjBrlcqzgUc2qqZYQaxcA,Bridget,3.31,39,1,2012-02-29 01:16:20,1,13,15,53,0,0,0
359565,t13Qx4IdXseIesAX5eyhVQ,Cat,3.82,11,0,2015-06-09 18:22:34,0,0,0,3,0,0,0
359581,S3ZgSSYgEhkaDoQiJlyKaw,Krissy,4.5,22,1,2012-06-28 04:50:33,1,7,9,23,0,0,2
359583,PVlh-0Re5kMGncTSww9a8Q,Ian,4.5,2,0,2010-08-25 22:12:12,0,1,0,0,0,0,0
359641,BxC4q6lbrmVUK-DcSHIo5A,Damon,3.92,46,1,2009-09-20 02:08:30,1,10,3,23,3,3,1
359679,8bKuMSH5xgICxMNx0y4X3w,Allison,3.86,22,0,2011-04-06 05:30:18,0,3,5,25,0,0,0
359693,58N-xivvsaisdzFP_eKUFw,John,4.0,16,0,2009-07-14 18:36:54,0,3,3,13,0,0,1
359711,wG5jAqflhJ2CYA9OyHSZxQ,April,4.4,5,2,2010-07-14 04:08:59,2,6,6,12,0,0,2
359792,icD3GlvhdkPeoVw3g4MRSA,Matt,3.31,13,0,2016-09-23 12:24:33,0,0,1,2,0,0,0
359838,MGHHCl-sWvT7QPCfm7zwww,V,3.77,12,0,2011-06-25 01:35:19,0,1,2,8,0,0,0
359861,L0lzh2yW4348mjteq45zlw,Stewart,3.94,275,11,2014-07-13 16:12:18,11,177,92,358,9,9,15
359866,Swy13fWCQrmAuitf3kTEHw,Maggie,4.17,6,0,2011-10-06 20:49:35,0,1,1,7,0,0,0
359999,-GW0X3pUQx1vMWd_yKMLVA,Bryan,4.53,28,2,2007-03-12 08:51:25,2,12,7,27,2,2,2
360014,B4joBcAjxSJOoYrq7lw-Bg,Kelly,4.29,61,3,2012-07-05 20:52:33,3,19,15,33,1,1,3
360019,Y23eCc3ZxK_VxfH61ptxaA,Wendy,3.63,16,0,2012-07-12 19:05:30,0,1,0,6,0,0,0
360029,fmiBGnyM580wowAkxTx47Q,Loren,3.91,10,1,2011-04-08 00:44:08,1,1,0,8,0,0,0
360030,1nt6usu7AXdKYAOPVpwkdw,Chris,3.37,18,1,2016-05-11 18:12:33,1,3,3,9,0,0,0
360044,6I3ZRzQWEHWFT9U2gKim8A,Devin,4.42,36,1,2014-06-25 16:43:26,1,8,4,12,0,0,0
360046,fGs3rR1X1JdgmuqMaLV4gg,Rebekkah,4.55,9,4,2011-05-06 21:25:05,4,5,4,6,0,0,1
360113,9_v7uQVAWBtNEwCIUBzwqg,Garrett,3.96,192,9,2013-01-16 02:05:46,9,136,82,247,11,11,17
360163,TKM5c1d07BRdHtuWk3F66g,Rob,4.37,84,3,2010-11-22 03:49:05,3,20,16,39,7,7,1
360171,YAK6gbuqYey8SCphsZbK_w,Jessica-and Mario,4.0,58,1,2012-11-16 02:17:51,1,38,12,90,0,0,5
360177,Ri1W0cu78nOWCxXnyQDzUQ,Jenny,4.02,39,2,2011-07-17 03:04:24,2,3,2,24,0,0,0
360185,iKW3HkQE4GtfE6zJwCvqUA,Kellie,3.86,6,0,2016-08-23 07:22:10,0,0,0,2,0,0,0
360236,eqnn4d1NiIzks1aObvA9xw,Donnie Mac,4.11,229,6,2006-12-17 20:34:25,6,175,137,319,4,4,5
360267,CiQk5MWr2uF5KtkUUgMj9A,Jeff,3.79,341,30,2008-06-07 14:27:13,30,185,248,439,9,9,4
360310,3sBfnwv-oZYkrb7AB4Fa3A,Scott,4.71,7,2,2011-04-04 23:32:01,2,2,1,7,0,0,0
360323,m9yTBE_7nGhFe6T0EXtpjw,Kristin,4.2,118,12,2010-09-02 13:03:43,12,181,114,382,46,46,20
